what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430163113759
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430163356136
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430163356142
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430163357501
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430163358718
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430163358718
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1430163360622
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430163362424
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165430551
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165433163
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165433484
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430165435476
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430165436707
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430165436738
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165444827
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165445124
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1430165447399
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165448496
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165449729
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430165452545
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430165452546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430165455396
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430166482755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430166483880
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430166601733
