what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1429891365110
arch,sysinfo,,,"x86",1429891365110
ws,sysinfo,,,"win32",1429891365110
locale,sysinfo,,,"en_US",1429891365110
processors,sysinfo,,,"8",1429891365111
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1429891365111
java.runtime.version,sysinfo,,,"1.6.0_11-b03",1429891365111
java.specification.name,sysinfo,,,"Java Platform API Specification",1429891365111
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1429891365111
java.specification.version,sysinfo,,,"1.6",1429891365111
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1429891365111
java.version,sysinfo,,,"1.6.0_11",1429891365111
java.vm.info,sysinfo,,,"mixed mode",1429891365111
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1429891365111
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1429891365111
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1429891365111
java.vm.specification.version,sysinfo,,,"1.0",1429891365111
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1429891365111
java.vm.version,sysinfo,,,"11.0-b16",1429891365111
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429891365203
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1429891365209
closed,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1429891365219
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891368160
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891413499
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1429891413517
