what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1430157789640
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1430157790908
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157792131
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157794485
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1430157794491
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1430157796227
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157796271
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157801934
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1430157804901
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157814473
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157817962
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430157822641
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1430157900217
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430157902096
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1430157902130
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430157907733
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430158494843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430158499739
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430159788598
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430159800817
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430160307572
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430160308018
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430160431943
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430160432454
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1430160965323
