what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.debug.ui,6.0.0.200906161748,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1429890797175
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1429890801252
error,log,,,"Failed command: monitor flash write 0 main.bin 0x0",1429890815384
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429890822395
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429890824804
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1429890824825
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.MemoryView",1429890824842
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.RegisterView",1429890824855
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.ModuleView",1429890824870
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1429890828018
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1429890828062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429890829887
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429890861472
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429890862036
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Terminate",1429890869720
error,log,,,"Inferior terminated",1429890869737
closed,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.MemoryView",1429890872576
closed,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.RegisterView",1429890872578
closed,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.ModuleView",1429890872580
activated,perspective,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.CPerspective",1429890872608
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1429890873846
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1429890874542
error,log,,,"Failed command: monitor flash write 0 main.bin 0x0",1429890884142
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1429890891103
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1429890897675
