what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429891036543
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429891036575
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891039270
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891042682
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429891042793
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891044222
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891048715
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429891048832
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891049990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891060123
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891063381
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1429891063386
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891116062
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1429891116314
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.MemoryView",1429891116331
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.RegisterView",1429891116342
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.ModuleView",1429891116352
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1429891123175
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1429891123288
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1429891125222
closed,editor,org.eclipse.cdt.debug.ui,6.0.0.200906161748,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1429891125241
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1429891127360
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891130731
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1429891165412
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1429891165415
